buildYear,buildingAr,buildingType,buildingUse,buyerGbn,cdealDay,cdealType,dealAmount,dealDay,dealMonth,dealYear,dealingGbn,estateAgentSggNm,floor,jibun,landUse,plottageAr,sggCd,sggNm,shareDealingType,slerGbn,umdNm
1982,868.04,일반,제1종근린생활,법인,,,"1,500,000",6,8,2026,중개거래,서울 강남구,,1**,제2종일반주거,389.4,11110,종로구,,개인,창성동
1934,272.63,일반,기타,법인,,,"420,000",28,8,2026,중개거래,서울 용산구,,4**,일반상업,71.4,11110,종로구,,개인,창신동
,21.36,집합,판매,개인,,,"45,000",28,8,2026,중개거래,서울 종로구,,270-3,일반상업,,11110,종로구,,개인,종로6가
1988,110.88,일반,제1종근린생활,개인,,,"100,000",25,8,2026,직거래,,,4**,제1종전용주거,119.5,11110,종로구,지분,개인,평창동
2007,29.8,집합,교육연구,법인,,,"54,000",24,8,2026,중개거래,서울 종로구,,24,일반상업,,11110,종로구,,개인,종로1가
,446.62,일반,제2종근린생활,개인,,,"322,000",3,8,2026,중개거래,서울 종로구,,*,일반상업,142.1,11110,종로구,,개인,종로5가
2004,35.52,집합,제2종근린생활,법인,,,"12,100",19,8,2026,직거래,,,71,준주거,,11110,종로구,,개인,내수동
2004,20.87,집합,제2종근린생활,법인,,,"8,300",19,8,2026,직거래,,,71,준주거,,11110,종로구,,개인,내수동
2004,20.87,집합,제2종근린생활,법인,,,"8,300",19,8,2026,직거래,,,71,준주거,,11110,종로구,,개인,내수동
2004,20.87,집합,제2종근린생활,법인,,,"8,300",19,8,2026,직거래,,,71,준주거,,11110,종로구,,개인,내수동
1984,17.06,집합,판매,개인,,,"11,500",15,8,2026,중개거래,서울 종로구,,60,일반상업,,11110,종로구,,개인,도렴동
1985,7.56,집합,기타,법인,,,"5,880",20,8,2026,중개거래,서울 종로구,,160,일반상업,,11110,종로구,지분,법인,당주동
1985,7.56,집합,기타,법인,,,"5,880",20,8,2026,중개거래,서울 종로구,,160,일반상업,,11110,종로구,지분,법인,당주동
1985,7.38,집합,기타,법인,,,"5,740",20,8,2026,중개거래,서울 종로구,,160,일반상업,,11110,종로구,지분,법인,당주동
1985,5.46,집합,판매,법인,,,"4,930",20,8,2026,중개거래,서울 종로구,,160,일반상업,,11110,종로구,지분,법인,당주동
1985,5.88,집합,판매,법인,,,"5,300",20,8,2026,중개거래,서울 종로구,,160,일반상업,,11110,종로구,지분,법인,당주동
1985,6.51,집합,판매,법인,,,"5,900",20,8,2026,중개거래,서울 종로구,,160,일반상업,,11110,종로구,지분,법인,당주동
1985,5.27,집합,판매,법인,,,"4,770",20,8,2026,중개거래,서울 종로구,,160,일반상업,,11110,종로구,지분,법인,당주동
1985,13.02,집합,제2종근린생활,법인,,,"13,000",20,8,2026,중개거래,서울 종로구,,160,일반상업,,11110,종로구,지분,법인,당주동
1985,13.02,집합,제2종근린생활,법인,,,"13,000",20,8,2026,중개거래,서울 종로구,,160,일반상업,,11110,종로구,지분,법인,당주동
1985,7.38,집합,기타,법인,,,"5,740",20,8,2026,중개거래,서울 종로구,,160,일반상업,,11110,종로구,지분,법인,당주동
1985,7.56,집합,기타,법인,,,"5,880",20,8,2026,중개거래,서울 종로구,,160,일반상업,,11110,종로구,지분,법인,당주동
1985,7.56,집합,기타,법인,,,"5,880",20,8,2026,중개거래,서울 종로구,,160,일반상업,,11110,종로구,지분,법인,당주동
,7.47,집합,판매,개인,,,"39,000",10,8,2026,중개거래,서울 종로구,21,262-1,일반상업,,11110,종로구,,개인,종로6가
2002,46.03,집합,업무,개인,,,"15,000",7,8,2026,직거래,,6,129-8,제2종일반주거,,11110,종로구,,개인,부암동
2011,696.7,일반,제2종근린생활,법인,,,"300,000",7,8,2026,중개거래,서울 강남구,,1**,일반상업,145.5,11110,종로구,,개인,충신동
,690.31,일반,제2종근린생활,개인,,,"1,486,446",3,8,2026,직거래,,,*,제1종일반주거,1074.2,11110,종로구,,개인,가회동
,7.47,집합,판매,개인,,,"39,000",10,8,2026,중개거래,서울 종로구,21,262-1,일반상업,,11110,종로구,,개인,종로6가
,66.98,일반,제2종근린생활,개인,,,"345,000",11,8,2026,중개거래,서울 종로구,,3*,일반상업,99.4,11110,종로구,,개인,돈의동
1954,29.75,일반,제1종근린생활,개인,,,"81,000",10,8,2026,중개거래,서울 중구,,2**,일반상업,56.2,11110,종로구,,개인,종로5가
1985,379.29,일반,제2종근린생활,개인,,,"248,000",24,7,2026,중개거래,서울 강남구,,1**,제3종일반주거,182.2,11110,종로구,,법인,이화동
1984,594.72,일반,제2종근린생활,개인,,,"375,000",24,7,2026,중개거래,서울 강남구,,2**,일반상업,206.9,11110,종로구,,개인,숭인동
2008,100.03,집합,제2종근린생활,개인,,,"41,000",23,7,2026,직거래,,,9,준주거,,11110,종로구,,개인,사직동
,28.1,일반,제1종근린생활,법인,,,"150,000",21,7,2026,직거래,,,3**,일반상업,37.4,11110,종로구,,개인,종로5가
,24.93,집합,업무,개인,,,"10,000",25,7,2026,중개거래,경기 용인시 기흥구,2,1388,일반상업,,11110,종로구,,개인,숭인동
1966,744.53,일반,제2종근린생활,법인,,,"575,230",20,7,2026,중개거래,서울 강남구,,1**,일반상업,253.2,11110,종로구,지분,개인,장사동
,15.87,일반,제1종근린생활,법인,,,"35,520",20,7,2026,중개거래,서울 강남구,,1**,일반상업,15.9,11110,종로구,,개인,장사동
,16.13,일반,제1종근린생활,법인,,,"37,679",20,7,2026,중개거래,서울 강남구,,1**,일반상업,16.9,11110,종로구,,개인,장사동
,49.59,일반,제1종근린생활,법인,,,"95,000",21,7,2026,중개거래,서울 중구,,2**,일반상업,82.6,11110,종로구,,개인,원남동
2007,430.1,일반,제2종근린생활,법인,,,"520,000",22,7,2026,중개거래,서울 강남구,,9*,제2종일반주거,244.6,11110,종로구,,개인,통의동
1983,308.58,일반,숙박,법인,,,"378,000",20,7,2026,중개거래,서울 서초구,,1*,일반상업,83,11110,종로구,,개인,관철동
,132.24,일반,제2종근린생활,개인,,,"201,000",15,7,2026,중개거래,서울 강남구,,3**,일반상업,51.4,11110,종로구,,개인,효제동
1963,715.9,일반,숙박,법인,,,"1,415,000",15,7,2026,중개거래,서울 중구,,2*,일반상업,241.3,11110,종로구,,개인,당주동
2003,1205.71,일반,제1종근린생활,법인,,,"685,000",27,7,2026,중개거래,서울 종로구,,2**,일반상업,393,11110,종로구,,개인,종로6가
,178.85,일반,제1종근린생활,법인,,,"450,000",29,7,2026,중개거래,서울 강남구,,2*,제1종일반주거,77.3,11110,종로구,,개인,재동
1989,242.14,일반,기타,법인,,,"185,000",13,7,2026,중개거래,서울 강남구,,1*,제1종일반주거,352.7,11110,종로구,,법인,혜화동
,49.58,일반,제1종근린생활,법인,,,"197,000",31,7,2026,중개거래,서울 종로구,,4**,일반상업,100.6,11110,종로구,,개인,창신동
2018,657.68,일반,제2종근린생활,개인,,,"323,000",8,7,2026,중개거래,서울 종로구,,1**,일반상업,165.1,11110,종로구,,개인,충신동
,48.76,집합,업무,개인,,,"60,000",23,7,2026,중개거래,서울 종로구,14,163,일반상업,,11110,종로구,,개인,신문로1가
,43.46,집합,업무,개인,,,"50,000",23,7,2026,중개거래,서울 종로구,14,163,일반상업,,11110,종로구,,개인,신문로1가
1947,39.67,일반,제2종근린생활,법인,,,"385,000",20,7,2026,중개거래,서울 강남구,,1**,제2종일반주거,70.1,11110,종로구,,법인,창성동
2022,1470.42,일반,기타,법인,,,"1,740,000",22,7,2026,직거래,,,*,제3종일반주거,382.2,11110,종로구,,법인,동숭동
1958,99.17,일반,제1종근린생활,법인,,,"155,000",14,7,2026,중개거래,서울 종로구,,5**,일반상업,83.6,11110,종로구,,개인,종로5가
,16.3,집합,판매,개인,,,"9,000",21,7,2026,직거래,,20,289-40,일반상업,,11110,종로구,,개인,종로6가
,19.84,일반,제1종근린생활,법인,,,"119,000",1,7,2026,직거래,,,1**,준주거,23,11110,종로구,지분,개인,내자동
1948,98.28,일반,제2종근린생활,법인,,,"67,000",13,7,2026,직거래,,,2**,개발제한구역,248,11110,종로구,,개인,구기동
1967,757.9,일반,제2종근린생활,법인,,,"385,701",23,7,2026,직거래,,,2**,준주거,268,11110,종로구,,개인,연건동
,66.12,일반,제2종근린생활,개인,,,"216,000",2,7,2026,직거래,,,1***,일반상업,43,11110,종로구,,법인,숭인동
1994,29.6,집합,제1종근린생활,개인,,,"23,085",22,7,2026,직거래,,,167,일반상업,,11110,종로구,,개인,내수동
1994,23.2,집합,제1종근린생활,개인,,,"18,050",22,7,2026,직거래,,,167,일반상업,,11110,종로구,,개인,내수동
1989,31.05,집합,업무,개인,,,"14,200",21,7,2026,중개거래,서울 종로구,,110-1,제2종일반주거,,11110,종로구,,개인,구기동
,210.88,일반,제2종근린생활,법인,,,"740,000",16,7,2026,중개거래,서울 종로구,,5*,일반상업,287.6,11110,종로구,,개인,관수동
1986,281.5,집합,제1종근린생활,법인,,,"624,000",13,7,2026,중개거래,서울 송파구,1,80,일반상업,,11110,종로구,,법인,적선동
2005,77.65,일반,제1종근린생활,개인,,,"62,000",15,7,2026,중개거래,서울 서대문구,,1**,제2종일반주거,33,11110,종로구,,개인,부암동
1989,28.33,집합,제1종근린생활,개인,,,"10,300",14,7,2026,중개거래,서울 종로구,,110-1,제2종일반주거,,11110,종로구,,개인,구기동
1986,238.5,집합,제1종근린생활,법인,,,"349,000",13,7,2026,중개거래,서울 송파구,2,80,일반상업,,11110,종로구,,법인,적선동
2005,83.26,집합,숙박,개인,,,"108,000",3,7,2026,중개거래,서울 종로구,15,85,일반상업,,11110,종로구,,법인,수송동
2005,39.67,집합,숙박,개인,,,"44,000",2,7,2026,중개거래,서울 종로구,17,85,일반상업,,11110,종로구,,개인,수송동
1968,50.94,일반,제2종근린생활,개인,,,"95,000",10,7,2026,중개거래,서울 종로구,,1**,제1종일반주거,221,11110,종로구,,개인,부암동
1991,474.5,일반,업무,법인,,,"330,000",13,7,2026,직거래,,,1**,일반상업,119.01,11110,종로구,지분,법인,낙원동
,19.83,일반,제2종근린생활,법인,,,"72,000",11,7,2026,중개거래,"서울 종로구, 서울 중구",,4*,제1종일반주거,39.7,11110,종로구,,개인,팔판동
1986,54.99,집합,제2종근린생활,법인,26.07.30,O,"95,000",8,7,2026,중개거래,서울 종로구,,225-1,일반상업,,11110,종로구,,개인,종로5가
1973,6.78,집합,판매,개인,,,"25,000",21,7,2026,중개거래,서울 종로구,,289-44,일반상업,,11110,종로구,,개인,종로6가
1968,278.2,일반,제2종근린생활,법인,,,"160,000",10,7,2026,중개거래,서울 강남구,,1**,일반상업,89.3,11110,종로구,,개인,충신동
2005,39.67,집합,숙박,개인,,,"28,000",8,7,2026,직거래,,10,85,일반상업,,11110,종로구,,개인,수송동
2018,1152.83,일반,숙박,법인,,,"1,084,700",6,7,2026,직거래,,,1**,일반상업,221.4,11110,종로구,,법인,관철동
1982,754.78,일반,제1종근린생활,개인,,,"492,000",1,7,2026,중개거래,서울 강남구,,3**,일반상업,211.2,11110,종로구,,개인,종로5가
,6.61,집합,판매,개인,,,"4,500",8,7,2026,중개거래,서울 종로구,22,270-3,일반상업,,11110,종로구,,개인,종로6가
2004,3.97,집합,판매,법인,,,"2,900",3,7,2026,직거래,,,137,일반상업,,11110,종로구,,개인,돈의동
2004,3.97,집합,판매,법인,,,"2,900",3,7,2026,직거래,,,137,일반상업,,11110,종로구,,개인,돈의동
2004,3.99,집합,판매,법인,,,"2,900",3,7,2026,직거래,,,137,일반상업,,11110,종로구,,개인,돈의동
2004,3.98,집합,판매,법인,,,"2,900",3,7,2026,직거래,,,137,일반상업,,11110,종로구,,개인,돈의동
2004,3.98,집합,판매,법인,,,"2,900",3,7,2026,직거래,,,137,일반상업,,11110,종로구,,개인,돈의동
2004,3.96,집합,판매,법인,,,"2,900",3,7,2026,직거래,,,137,일반상업,,11110,종로구,,개인,돈의동
2004,4.13,집합,판매,법인,,,"2,900",3,7,2026,직거래,,,137,일반상업,,11110,종로구,,개인,돈의동
1996,676.74,일반,제1종근린생활,법인,,,"510,000",7,7,2026,중개거래,서울 강남구,,1*,일반상업,126,11110,종로구,,개인,관철동
2019,468.11,일반,제2종근린생활,법인,,,"900,000",28,6,2026,중개거래,서울 강남구,,1**,제1종일반주거,238,11110,종로구,,법인,안국동
,49.59,일반,제2종근린생활,개인,,,"228,500",29,6,2026,중개거래,서울 강남구,,1**,제2종일반주거,82.5,11110,종로구,,개인,필운동
1965,262.06,일반,기타,법인,,,"250,000",23,6,2026,직거래,,,1*,일반상업,63.56,11110,종로구,지분,개인,관철동
1965,77.65,일반,기타,법인,,,"74,000",23,6,2026,직거래,,,1*,일반상업,18.83,11110,종로구,지분,개인,관철동
,130.88,일반,제2종근린생활,법인,,,"1,251,000",25,6,2026,중개거래,"서울 강남구, 서울 종로구",,2*,일반상업,250.9,11110,종로구,,개인,관수동
,38.16,집합,제1종근린생활,개인,,,"16,000",29,6,2026,중개거래,서울 종로구,1,625-7,제2종일반주거,,11110,종로구,,개인,창신동
1967,182.45,일반,제2종근린생활,개인,,,"780,000",26,6,2026,중개거래,서울 강남구,,1**,일반상업,163,11110,종로구,,개인,인사동
,14.89,집합,제1종근린생활,개인,,,"7,000",29,6,2026,중개거래,서울 종로구,1,625-7,제2종일반주거,,11110,종로구,,개인,창신동
2009,116.28,일반,제1종근린생활,개인,,,"200,000",12,6,2026,중개거래,서울 강남구,,3*,일반상업,115.6,11110,종로구,,개인,연지동
,244.85,일반,제2종근린생활,개인,,,"360,000",15,6,2026,중개거래,서울 중구,,1**,일반상업,152.1,11110,종로구,,법인,종로5가
2005,83.35,집합,숙박,개인,,,"121,000",29,6,2026,중개거래,서울 종로구,11,85,일반상업,,11110,종로구,,개인,수송동
2026,511.62,집합,업무,법인,,,"1,101,141",26,6,2026,직거래,,3,280,일반상업,,11110,종로구,,법인,인사동
2026,1703.31,집합,업무,법인,,,"3,665,971",26,6,2026,직거래,,4,280,일반상업,,11110,종로구,,법인,인사동
2026,1703.31,집합,업무,법인,,,"3,665,971",26,6,2026,직거래,,5,280,일반상업,,11110,종로구,,법인,인사동
2026,1594.03,집합,업무,법인,,,"3,430,772",26,6,2026,직거래,,6,280,일반상업,,11110,종로구,,법인,인사동
2026,1693.52,집합,업무,법인,,,"3,644,901",26,6,2026,직거래,,7,280,일반상업,,11110,종로구,,법인,인사동
2026,1693.52,집합,업무,법인,,,"3,644,901",26,6,2026,직거래,,8,280,일반상업,,11110,종로구,,법인,인사동
2026,1303.73,집합,업무,법인,,,"2,805,970",26,6,2026,직거래,,9,280,일반상업,,11110,종로구,,법인,인사동
2026,994.74,집합,업무,법인,,,"2,140,942",26,6,2026,직거래,,10,280,일반상업,,11110,종로구,,법인,인사동
2026,986.79,집합,업무,법인,,,"2,293,738",26,6,2026,직거래,,11,280,일반상업,,11110,종로구,,법인,인사동
2026,263.8,집합,업무,법인,,,"613,189",26,6,2026,직거래,,12,280,일반상업,,11110,종로구,,법인,인사동
2026,100.57,집합,판매,법인,,,"381,285",26,6,2026,직거래,,1,280,일반상업,,11110,종로구,,법인,인사동
2026,53.29,집합,판매,법인,,,"202,035",26,6,2026,직거래,,1,280,일반상업,,11110,종로구,,법인,인사동
2026,138.11,집합,판매,법인,,,"468,492",26,6,2026,직거래,,1,280,일반상업,,11110,종로구,,법인,인사동
2026,106.4,집합,판매,법인,,,"360,926",26,6,2026,직거래,,1,280,일반상업,,11110,종로구,,법인,인사동
2026,130.67,집합,판매,법인,,,"443,254",26,6,2026,직거래,,1,280,일반상업,,11110,종로구,,법인,인사동
2026,81.61,집합,판매,법인,,,"276,834",26,6,2026,직거래,,1,280,일반상업,,11110,종로구,,법인,인사동
2026,54.72,집합,판매,법인,,,"185,619",26,6,2026,직거래,,1,280,일반상업,,11110,종로구,,법인,인사동
2026,74.62,집합,판매,법인,,,"238,234",26,6,2026,직거래,,1,280,일반상업,,11110,종로구,,법인,인사동
2026,109.5,집합,판매,법인,,,"109,248",26,6,2026,직거래,,,280,일반상업,,11110,종로구,,법인,인사동
2026,115.5,집합,판매,법인,,,"115,234",26,6,2026,직거래,,,280,일반상업,,11110,종로구,,법인,인사동
2026,115.5,집합,판매,법인,,,"115,234",26,6,2026,직거래,,,280,일반상업,,11110,종로구,,법인,인사동
2026,115.5,집합,판매,법인,,,"115,234",26,6,2026,직거래,,,280,일반상업,,11110,종로구,,법인,인사동
2026,115.5,집합,판매,법인,,,"115,234",26,6,2026,직거래,,,280,일반상업,,11110,종로구,,법인,인사동
2026,99,집합,판매,법인,,,"98,772",26,6,2026,직거래,,,280,일반상업,,11110,종로구,,법인,인사동
2026,100.66,집합,판매,법인,,,"100,428",26,6,2026,직거래,,,280,일반상업,,11110,종로구,,법인,인사동
2026,156.75,집합,판매,법인,,,"156,389",26,6,2026,직거래,,,280,일반상업,,11110,종로구,,법인,인사동
2026,104.78,집합,판매,법인,,,"104,539",26,6,2026,직거래,,,280,일반상업,,11110,종로구,,법인,인사동
2026,86.62,집합,판매,법인,,,"86,420",26,6,2026,직거래,,,280,일반상업,,11110,종로구,,법인,인사동
2026,115.5,집합,판매,법인,,,"115,234",26,6,2026,직거래,,,280,일반상업,,11110,종로구,,법인,인사동
2026,128.56,집합,판매,법인,,,"128,264",26,6,2026,직거래,,,280,일반상업,,11110,종로구,,법인,인사동
2026,112.7,집합,판매,법인,,,"112,440",26,6,2026,직거래,,,280,일반상업,,11110,종로구,,법인,인사동
2026,58.8,집합,판매,법인,,,"58,665",26,6,2026,직거래,,,280,일반상업,,11110,종로구,,법인,인사동
2026,105.13,집합,판매,법인,,,"335,641",26,6,2026,직거래,,1,280,일반상업,,11110,종로구,,법인,인사동
2026,64.98,집합,판매,법인,,,"207,457",26,6,2026,직거래,,1,280,일반상업,,11110,종로구,,법인,인사동
2026,71.77,집합,판매,법인,,,"243,456",26,6,2026,직거래,,1,280,일반상업,,11110,종로구,,법인,인사동
2026,66.09,집합,판매,법인,,,"224,188",26,6,2026,직거래,,1,280,일반상업,,11110,종로구,,법인,인사동
2026,63.68,집합,판매,법인,,,"216,013",26,6,2026,직거래,,1,280,일반상업,,11110,종로구,,법인,인사동
2026,55.29,집합,판매,법인,,,"187,553",26,6,2026,직거래,,1,280,일반상업,,11110,종로구,,법인,인사동
2026,44.64,집합,판매,법인,,,"178,148",26,6,2026,직거래,,1,280,일반상업,,11110,종로구,,법인,인사동
2026,84.82,집합,판매,법인,,,"338,498",26,6,2026,직거래,,1,280,일반상업,,11110,종로구,,법인,인사동
2026,57.76,집합,판매,법인,,,"230,507",26,6,2026,직거래,,1,280,일반상업,,11110,종로구,,법인,인사동
2026,93.9,집합,판매,법인,,,"299,787",26,6,2026,직거래,,1,280,일반상업,,11110,종로구,,법인,인사동
2026,69.54,집합,판매,법인,,,"111,008",26,6,2026,직거래,,2,280,일반상업,,11110,종로구,,법인,인사동
2026,101.46,집합,판매,법인,,,"161,962",26,6,2026,직거래,,2,280,일반상업,,11110,종로구,,법인,인사동
2026,128.25,집합,판매,법인,,,"204,727",26,6,2026,직거래,,2,280,일반상업,,11110,종로구,,법인,인사동
2026,77.87,집합,판매,법인,,,"124,305",26,6,2026,직거래,,2,280,일반상업,,11110,종로구,,법인,인사동
2026,74.54,집합,판매,법인,,,"118,989",26,6,2026,직거래,,2,280,일반상업,,11110,종로구,,법인,인사동
2026,69.19,집합,판매,법인,,,"110,449",26,6,2026,직거래,,2,280,일반상업,,11110,종로구,,법인,인사동
2026,72.39,집합,판매,법인,,,"115,557",26,6,2026,직거래,,2,280,일반상업,,11110,종로구,,법인,인사동
2026,77.52,집합,판매,법인,,,"123,746",26,6,2026,직거래,,2,280,일반상업,,11110,종로구,,법인,인사동
2026,99.1,집합,판매,법인,,,"213,289",26,6,2026,직거래,,3,280,일반상업,,11110,종로구,,법인,인사동
2026,101.46,집합,판매,법인,,,"218,369",26,6,2026,직거래,,3,280,일반상업,,11110,종로구,,법인,인사동
2026,128.25,집합,판매,법인,,,"276,028",26,6,2026,직거래,,3,280,일반상업,,11110,종로구,,법인,인사동
2026,56.87,집합,판매,법인,,,"122,399",26,6,2026,직거래,,3,280,일반상업,,11110,종로구,,법인,인사동
2026,56.88,집합,판매,법인,,,"122,421",26,6,2026,직거래,,3,280,일반상업,,11110,종로구,,법인,인사동
1998,63.66,일반,제2종근린생활,개인,,,"48,760",10,6,2026,직거래,,,4*,제1종일반주거,47.15,11110,종로구,지분,개인,옥인동
1980,791.44,일반,제2종근린생활,개인,,,"550,000",12,6,2026,중개거래,서울 종로구,,1**,일반상업,274.5,11110,종로구,,개인,종로6가
1993,446.62,일반,제2종근린생활,개인,26.08.01,O,"320,000",15,6,2026,중개거래,서울 종로구,,*,일반상업,142.1,11110,종로구,,개인,종로5가
1998,19.65,일반,제2종근린생활,개인,,,"15,000",10,6,2026,직거래,,,4*,제1종일반주거,14.56,11110,종로구,지분,개인,옥인동
2026,149.64,집합,판매,법인,,,"218,588",26,6,2026,직거래,,2,280,일반상업,,11110,종로구,,법인,인사동
2026,139.21,집합,판매,법인,,,"203,352",26,6,2026,직거래,,2,280,일반상업,,11110,종로구,,법인,인사동
2026,95.53,집합,판매,법인,,,"139,546",26,6,2026,직거래,,2,280,일반상업,,11110,종로구,,법인,인사동
2026,152.74,집합,판매,법인,,,"223,116",26,6,2026,직거래,,2,280,일반상업,,11110,종로구,,법인,인사동
2026,151.89,집합,판매,법인,,,"221,874",26,6,2026,직거래,,2,280,일반상업,,11110,종로구,,법인,인사동
2026,70.53,집합,판매,법인,,,"103,027",26,6,2026,직거래,,2,280,일반상업,,11110,종로구,,법인,인사동
2026,51.54,집합,판매,법인,,,"75,287",26,6,2026,직거래,,2,280,일반상업,,11110,종로구,,법인,인사동
2026,58.13,집합,판매,법인,,,"84,914",26,6,2026,직거래,,2,280,일반상업,,11110,종로구,,법인,인사동
2026,110.28,집합,판매,법인,,,"161,092",26,6,2026,직거래,,2,280,일반상업,,11110,종로구,,법인,인사동
2026,98.64,집합,판매,법인,,,"144,089",26,6,2026,직거래,,2,280,일반상업,,11110,종로구,,법인,인사동
2026,119.88,집합,판매,법인,,,"175,115",26,6,2026,직거래,,2,280,일반상업,,11110,종로구,,법인,인사동
2026,2325.37,집합,업무,법인,,,"4,499,490",26,6,2026,직거래,,3,280,일반상업,,11110,종로구,,법인,인사동
2026,2347.63,집합,업무,법인,,,"4,542,562",26,6,2026,직거래,,4,280,일반상업,,11110,종로구,,법인,인사동
2026,2347.63,집합,업무,법인,,,"4,542,562",26,6,2026,직거래,,5,280,일반상업,,11110,종로구,,법인,인사동
2026,2347.63,집합,업무,법인,,,"4,542,562",26,6,2026,직거래,,6,280,일반상업,,11110,종로구,,법인,인사동
2026,2397.05,집합,업무,법인,,,"4,638,188",26,6,2026,직거래,,7,280,일반상업,,11110,종로구,,법인,인사동
2026,2410.88,집합,업무,법인,,,"4,664,948",26,6,2026,직거래,,8,280,일반상업,,11110,종로구,,법인,인사동
2026,2343.97,집합,업무,법인,,,"4,535,480",26,6,2026,직거래,,9,280,일반상업,,11110,종로구,,법인,인사동
2026,2300.76,집합,업무,법인,,,"4,451,871",26,6,2026,직거래,,10,280,일반상업,,11110,종로구,,법인,인사동
2026,2345.97,집합,업무,법인,,,"4,902,498",26,6,2026,직거래,,11,280,일반상업,,11110,종로구,,법인,인사동
2026,2489.02,집합,업무,법인,,,"5,201,437",26,6,2026,직거래,,12,280,일반상업,,11110,종로구,,법인,인사동
2026,2489.02,집합,업무,법인,,,"5,201,437",26,6,2026,직거래,,13,280,일반상업,,11110,종로구,,법인,인사동
2026,2451.25,집합,업무,법인,,,"5,122,507",26,6,2026,직거래,,14,280,일반상업,,11110,종로구,,법인,인사동
2026,2500.76,집합,업무,법인,,,"5,225,971",26,6,2026,직거래,,15,280,일반상업,,11110,종로구,,법인,인사동
2026,2452.38,집합,업무,법인,,,"5,124,869",26,6,2026,직거래,,16,280,일반상업,,11110,종로구,,법인,인사동
2026,2559.9,집합,업무,법인,,,"5,349,559",26,6,2026,직거래,,17,280,일반상업,,11110,종로구,,법인,인사동
2026,2559.9,집합,업무,법인,,,"5,349,559",26,6,2026,직거래,,18,280,일반상업,,11110,종로구,,법인,인사동
2026,2559.9,집합,업무,법인,,,"5,349,559",26,6,2026,직거래,,19,280,일반상업,,11110,종로구,,법인,인사동
2026,2559.9,집합,업무,법인,,,"5,349,559",26,6,2026,직거래,,20,280,일반상업,,11110,종로구,,법인,인사동
2026,2299.49,집합,업무,법인,,,"4,805,366",26,6,2026,직거래,,21,280,일반상업,,11110,종로구,,법인,인사동
2026,2580.45,집합,업무,법인,,,"5,392,504",26,6,2026,직거래,,22,280,일반상업,,11110,종로구,,법인,인사동
2026,2580.45,집합,업무,법인,,,"5,392,504",26,6,2026,직거래,,23,280,일반상업,,11110,종로구,,법인,인사동
2026,2580.45,집합,업무,법인,,,"5,392,504",26,6,2026,직거래,,24,280,일반상업,,11110,종로구,,법인,인사동
2026,2580.45,집합,업무,법인,,,"5,392,504",26,6,2026,직거래,,25,280,일반상업,,11110,종로구,,법인,인사동
2012,198.81,일반,제2종근린생활,개인,,,"380,000",24,6,2026,중개거래,서울 종로구,,8*,제2종일반주거,135.5,11110,종로구,,법인,통의동
1960,39.67,일반,제2종근린생활,개인,,,"155,000",8,6,2026,중개거래,서울 종로구,,*,제1종일반주거,140.5,11110,종로구,,개인,이화동
1994,394.41,일반,제2종근린생활,법인,,,"289,500",20,6,2026,중개거래,서울 강남구,,1**,일반상업,125.7,11110,종로구,,개인,효제동
1990,432.24,일반,제2종근린생활,법인,,,"1,110,000",9,6,2026,중개거래,서울 강남구,,2*,제1종일반주거,231.4,11110,종로구,,법인,재동
,44.98,일반,제2종근린생활,법인,,,"155,000",24,6,2026,중개거래,서울 강남구,,3*,제1종일반주거,92.6,11110,종로구,,법인,삼청동
1987,139.95,일반,제2종근린생활,법인,,,"250,000",24,6,2026,중개거래,서울 강남구,,1*,일반상업,55.5,11110,종로구,,개인,관철동
,90.84,일반,제2종근린생활,법인,,,"350,000",15,6,2026,중개거래,"서울 강남구, 서울 종로구",,3*,제1종일반주거,158.7,11110,종로구,,개인,소격동
2004,384.91,집합,업무,법인,,,"404,986",26,6,2026,직거래,,,73,준주거,,11110,종로구,,법인,내수동
2004,384.91,집합,업무,법인,,,"404,986",26,6,2026,직거래,,,73,준주거,,11110,종로구,,법인,내수동
2004,384.91,집합,업무,법인,,,"404,986",26,6,2026,직거래,,,73,준주거,,11110,종로구,,법인,내수동
2004,384.91,집합,업무,법인,,,"404,986",26,6,2026,직거래,,,73,준주거,,11110,종로구,,법인,내수동
2004,384.91,집합,업무,법인,,,"404,986",26,6,2026,직거래,,,73,준주거,,11110,종로구,,법인,내수동
2004,290.55,집합,업무,법인,,,"302,588",26,6,2026,직거래,,,73,준주거,,11110,종로구,,법인,내수동
2013,94.52,집합,제2종근린생활,개인,,,"40,000",22,6,2026,중개거래,서울 종로구,2,1392,일반상업,,11110,종로구,,개인,숭인동
,10.55,집합,판매,개인,,,"23,500",18,6,2026,직거래,,,270-3,일반상업,,11110,종로구,,개인,종로6가
2004,4.99,집합,판매,개인,,,"12,000",22,6,2026,중개거래,경기 양평군,,137,일반상업,,11110,종로구,,개인,돈의동
2004,4.99,집합,판매,개인,,,"14,000",22,6,2026,중개거래,경기 양평군,,137,일반상업,,11110,종로구,,개인,돈의동
2004,4.99,집합,판매,개인,,,"14,000",22,6,2026,중개거래,경기 양평군,,137,일반상업,,11110,종로구,,개인,돈의동
2006,11.18,집합,판매,개인,,,"5,300",18,6,2026,직거래,,,48-2,일반상업,,11110,종로구,,개인,인의동
2006,11.18,집합,판매,개인,,,"5,350",18,6,2026,직거래,,,48-2,일반상업,,11110,종로구,,개인,인의동
